title,site_url,description,publication_icon,nsfw,categories,member_count,show_member_count,mrr,show_mrr,ghost_rank,featured,feature_image,text_color,bg_color,accent_color,lang,created_at,mrr_members_rank,mrr_members_diff_rank,updated_at,showIframe,objectID
Justin Cox,https://justincox.com/,Exploring creativity and writing online as the editor of The Writing Cooperative.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1700425837875-IMG_1460.JPG?width=75&height=75&resize=contain,False,['personal'],20050,True,,False,756373,False,,,,#BD83B8,en,1700425839,20050,20,1706716853,True,56426157-a827-43dc-a692-23d4f59fdbe3
Thimira Madhusanka Thenuwara - Certified Ghost Expert,https://thimirathenuwara.com/,I am Thimira Madhusanka Theuwara. I am one of the certified ghost experts in Sri Lanka I turn your designs into pixel-perfect Ghost sites with great attention to detail and elegant animations.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1702925708393-Untitled-2.png?width=75&height=75&resize=contain,False,['personal'],8697,True,0,True,8404662,False,,,,#000000,en,1667131412,8697,0,1697392087,False,4fa69201-a687-48d4-992a-e6ae0943ec11
Silvio Gulizia,https://silviogulizia.com/,"Apprendista Jedi, life hacker e scrittore. Scrivo riflessioni e spunti pratici su crescita personale, life-hacking, e alcune cose di cui vado in fissa.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1662931798596-silvio-gulizia-250-150x150.png?width=75&height=75&resize=contain,False,['personal'],5468,True,,False,6475779,False,,,,#252525,it,1662931416,5468,5,1681623064,True,2eea0c11-e9ac-48b3-bac7-9466323b492e
AisleOne Digest,https://digest.aisleone.net/,"AisleOne Digest is a bi-weekly newsletter on vintage and modern design, film, photography, music, and culture.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1705196676506-Publication-Icon.png?width=75&height=75&resize=contain,False,['personal'],4500,True,,False,9378671,False,,,,#0017ff,en,1660070147,4500,12,1706562216,True,e710b869-94f6-4476-99de-7df8ec57a7b5
Den 1,https://den1.cz/,"Zeitgeist. Duch doby. Zachycený v nesouvisejících zápiscích, které možná nejsou o téhle době, ale jednou budou.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1683831572287-adent_a_simple_logo_about_the_time_c041e345-5d09-4360-bd85-278c31ffee2d.png?width=75&height=75&resize=contain,False,['personal'],168,True,161,True,55895574,False,,,,#076cca,cs,1683831573,1775.1255,0,1706363852,False,73aadac9-6fa8-47c1-9d1b-0494adf41d37
"On Longing, Purpose and Place | The Revelate",https://www.withoutenvy.com/,"Uncovering proof you can cut through the bullshit we're taught about life and surrender your heart to longing, forge meaningful purpose and find your place.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1672919362401-03012982-E89E-4C09-86AD-AF8A9DD0ECF7_1_105_c-2.jpeg?width=75&height=75&resize=contain,False,['personal'],145,True,129,True,5912188,False,,,,#c30b09,en,1664857423,1436,27,1706778027,True,83c98697-80f9-4350-b893-c005d48b78fc
erin mikail staples,https://www.erinmikailstaples.com/,the personal blog of the funniest damn developer experience engineer you ever did meet.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1704670332644-11.02_erinmikailstaples_wordmark-1.png?width=75&height=75&resize=contain,False,['personal'],464,True,8,True,3752269,False,,,,#F27ED5,en,1691456238,540.4,0,1704383597,True,dbe9b87a-d02b-47a8-a9aa-098e7c35ad19
A M J,https://www.arnavmj.com/,"Learn about emerging tech, building a better lifestyle and improving mind, body health wealth and personal development",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1689756412836-amj--1--4.png?width=75&height=75&resize=contain,False,['personal'],458,True,0,True,10499519,False,,,,#000000,en,1689756414,458,0,1705461222,True,7f46611c-523f-4c4c-b92d-3597647de2a1
questionmark.lgbt | Stories that are worth a thousand pictures.,https://questionmark.lgbt/,"LGBT+ stories, queer opinions and surveys for the curious reader. Dare to share",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1674599410090-questionMark_logo@2x.png?width=75&height=75&resize=contain,False,['personal'],434,True,,False,67200533,False,,,,#1D1D1D,en,1674591939,434,11,1684425476,False,9da6a164-65b0-4a52-92c7-5ddc73706dcf
Simone,https://simone.org/,"Deep podcasts, writings, and photo essays to use your tools without being used by them. Plus a newsletter that won't turn you into a tech zombie.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1706306196455-icon.svg?width=75&height=75&resize=contain,False,['personal'],401,True,,False,3863030,False,,,,#ffbb00,en,1706306197,401,401,1705863816,False,91913066-137d-45fb-9f91-7d4b9c922182
Fatih Arslan,https://arslan.io/,"My thoughts about Design, Photography, Technology, and various other stuff. An excerpt of things that occupy my mind and inspire me.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1678193035794-fatih_arslan_foto-10-nano.jpeg?width=75&height=75&resize=contain,False,['personal'],399,True,,False,81326,False,,,,#263e0f,en,1678193036,399,5,1704703528,True,534630e8-4f5f-4316-811d-a1166698a18d
 一间生活·旅拍摄影,https://ncnccn.cn/,一間生活 . 旅拍摄影 . 随手记录时间的停留,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1692253652793-2.png?width=75&height=75&resize=contain,False,['personal'],323,True,0,True,14987466,False,,,,#ff0f77,zh,1661442434,323,2,1704553940,False,966797d3-2924-470b-80cb-d9898cc50a29
尹国冰的博客,https://yinguobing.com/,写给未来的自己,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1699584002282-Color-1.png?width=75&height=75&resize=contain,False,['personal'],313,True,,False,16403049,False,,,,#004d65,zh,1660647115,313,6,1704186942,False,6813ff7d-37d5-4c1a-b54b-7b03ceca2471
Jay's Newsletter,https://jay.blog/,"Powerful questions designed to help you reflect, change, and live a better life.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1705332148231-Favicon-4.png?width=75&height=75&resize=contain,False,['personal'],305,True,0,True,10499679,False,,,,#00fe8e,en,1705332149,305,27,1706388884,True,958ec244-cce3-489b-8bcd-99a64fb86f35
Numeric Citizen Space,https://numericcitizen.me/,"A digital space filled by a compulsive creator of posts about things like Apple, photography, software, reviews, personal experiences and life.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1683983732291-My%202021%20Avatar%20500x500@72DPI.png?width=75&height=75&resize=contain,False,['personal'],173,True,10,True,716753,False,,,,#266C9E,en,1660081437,277,66,1706467819,True,500b02f5-fa6a-4a0d-a7f0-e99183d98c23
The France House,https://www.thefrancehouse.com/,Making a second home and a (more) creative life. A newsletter by Megan Harlan.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1667673106980-The-France-House---icon-1.jpeg?width=75&height=75&resize=contain,False,['personal'],0,False,27,True,17670843,False,,,,#A90078,en,1667673110,268.2,0,1668971616,True,9e7cde9a-5c22-4390-b0e2-67d67b63b770
Mental Garden,https://www.mental.garden/blog/,Reflect on topics that are important to you with free guided introspections to cultivate your Mental Garden. Live a more deliberate life.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1704991539060-Profile-Image-with-padding-2.svg?width=75&height=75&resize=contain,False,['personal'],220,True,,False,1880432,False,,,,#22c55e,en,1704991542,220,0,1703844019,False,6d4c507e-e7c4-4b1e-936f-1abf3614b12f
Back of Book Scripts,https://twins.ghost.io/,"Brought to you by Nzingha of Song of Harlem, Back of Book Scripts is a list of scripts, of the inspiring sort.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1694259010873-circle-cafe-logo-A3.png?width=75&height=75&resize=contain,False,['personal'],216,True,,False,10499773,False,,,,#E7717D,en,1674403548,216,1,1706215423,True,ad881190-5d2d-48cf-a29a-d3f334a634c8
neurohackingly,https://www.neurohackingly.com/,"NLP (neuro-linguistic programming), self-coaching, how to study and more ... ",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1698190964806-neurohackingly_logo.svg?width=75&height=75&resize=contain,False,['personal'],199,True,,False,9202664,False,,,,#040303,en,1665007326,199,27,1706731697,True,18b00e0f-885d-483d-abd4-0b1f38deee3f
Matt Civico,https://mattcivico.com/,Writing to imagine what's real.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1663868135848-twitter_YLYIEhLM_400x400.jpg?width=75&height=75&resize=contain,False,['personal'],160,True,0,True,3027923,False,,,,#C95D50,en,1660146706,160,1,1695925626,True,6b4fb991-5304-4df1-9c09-448b35793962
林中来信 / Laixin.one,https://laixin.one/,Letters from the bush capital.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1688437740043-Red.png?width=75&height=75&resize=contain,False,['personal'],0,False,15,True,1033441,False,,,,#C2352D,zh,1688437741,150,0,1700964181,True,e574026b-1bfe-4a73-b5c7-219c1488c57c
HangMoon,https://www.hangmoon.fi/,"Debugging Finland: Tech Career, Student Life, Travel & Beyond.

Hi, I'm Hang, a Vietnamese girl living in Finland for the last 6 years. I run this blog to share about my learnings and experiences.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1693764936938-H.png?width=75&height=75&resize=contain,False,['personal'],143,True,,False,238400322,False,,,,#fb89cf,en,1693764938,143,1,1704038438,False,c748b829-c0e1-4855-b8dc-3efc93485145
Mulumba Lwatula,https://mulu.mba/,On harnessing Africa’s natural resource wealth through its people and technology.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1681572798858-IMG_7533-2.jpeg?width=75&height=75&resize=contain,False,['personal'],119,True,,False,9999881,False,,,,#d58400,en,1681572800,119,7,1681488628,True,3c622aa5-c92d-4996-b32d-41bf44f87ef9
Martin Adams,https://meda.io/,Inspiring a generation of thinkers and doers with one weekly ah-ha moment to make you think bigger,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1682719535069-martin-photo-2018-square.png?width=75&height=75&resize=contain,False,['personal'],111,True,,False,7086426,False,,,,#15171A,en,1682719535,111,0,1686649973,False,661175e1-9fca-45da-a0bc-59bf2a8d2742
changeroom,https://changeroom.au/,"Take a break from the intensity of relationship pressures, learn to see and think more clearly, so you can show up more consistently as the kind of person you want to be.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1682587388525-Original.png?width=75&height=75&resize=contain,False,['personal'],97,True,,False,9999903,False,,,,#ff1a75,en,1682587389,97,5,1701825533,True,bfd95409-5664-4211-a981-4d2cbcefff99
The Edit,https://blog.jenniferkshields.nz/,"The Edit is a semi-regular newsletter from Jennifer Shields, a photographer, writer, and trans advocate from Ōtautahi, Aotearoa, writing about art, social change, and community.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1701573618181-866FB2F9-062E-4EF0-AFA6-388C1BD0DB1C.jpeg?width=75&height=75&resize=contain,False,['personal'],77,True,0,True,26334399,False,,,,#FF1A75,en,1701573619,77,0,1701552796,False,0ce1ba9d-918e-4495-927f-ed534dfc100a
Caleb Morato,https://www.calebmorato.com/,"Hi - I'm Caleb. I'm an undergraduate student in D.C. providing content on my college journey and its lessons spanning finances, communication, leadership + more in my Weekly Reflections Newsletter! ",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1676403027270-Updated-Favicon---90---90-px-.png?width=75&height=75&resize=contain,False,['personal'],60,True,,False,10499937,False,,,,#000000,en,1676403028,60,1,1706545148,True,af41861c-5bac-44b2-8b11-d771627c6618
Naz Avo's Pit,https://nazavo.com/,"🥑 Tech, nomadic lifestyle, and financial independence. Served with a pinch of Eastern European humor",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1694060036906-final-small-transparent-klaksa-small-2.png?width=75&height=75&resize=contain,False,['personal'],57,True,0,True,7777811,False,,,,#00b31e,en,1667611818,57,1,1701339864,True,80eab631-d6f2-43a4-a369-343505b32fe7
Martin's Blog,https://martin.sh/,"Personal blog of Martin. Sharing educative content, thoughts, stories, and ideas.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1669886368175-android-chrome-512x512-2.png?width=75&height=75&resize=contain,False,['personal'],56,True,,False,124786337,False,,,,#cc6149,en,1669886371,56,36,1680586116,False,d8d93d17-802d-42d0-828f-2968a09786f8
Rohan,https://www.rohanbhardwaj.com/,The Network Effect: Harnessing the power of the internet.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1660500523436-rohan-bhardwaj--2-.png?width=75&height=75&resize=contain,False,['personal'],43,True,,False,3617117,False,,,,#e70d0d,en,1660500526,43,0,1704642633,True,7859d94d-9379-4d59-a967-efee92649efc
Upgrade,https://www.beingbenje.com/,"On this site, I share my journey as a startup founder to more happier, fulfilling and productive lives. ",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1674707590479-Untitled-design--19-.png?width=75&height=75&resize=contain,False,['personal'],43,True,0,True,7457362,False,,,,#fb6423,en,1674131464,43,0,1681645213,True,ac7b4edb-8b6f-4dcc-9fe4-7ec78d50306b
Karl's Notes,https://www.karlsnotes.com/,Notes about society and a better future.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1698914863253-K.png?width=75&height=75&resize=contain,False,['personal'],39,True,,False,349433,False,,,,#800040,en,1660123262,39,2,1706547651,True,f5b977fe-9fcf-4742-9e33-ff24fb75d3ea
Anmol Rajput,https://www.anmolrajput.in/,An agriculturist with a green thumb🌱,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1684931263755-WhatsApp%20Image%202023-05-23%20at%2020.35.40.jpg?width=75&height=75&resize=contain,False,['personal'],38,True,0,True,10499960,False,,,,#000000,en,1684931266,38,11,1706877024,True,040f371f-0b10-49bb-880d-37d4a13da7b2
muzammil khan,https://www.muzammilkhan.us/,"Join me on this journey of learning and growth, and let's unlock our full potential together!",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1701047681778-Passport%20Photo.jpg?width=75&height=75&resize=contain,False,['personal'],35,True,,False,49714348,False,,,,#1ac6ff,en,1701047682,35,0,1688333818,True,33649a6e-3520-4e2f-bcb5-4a1b566b8a53
Bryan Tan,https://www.bryantan.co/,Hongkonger residing in Taiwan and Canada / A Tech Lawyer / Dog Parent,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1680688523189-IMG_1202.JPG?width=75&height=75&resize=contain,False,['personal'],32,True,,False,10499966,False,,,,#602af4,en,1680442664,32,0,1704546044,True,5fb27586-58b8-4202-b45d-fbacd3d23c0c
Lekler,https://lekler.com.br/,"Um Autista que dá algumas dicas, opiniões e ideias sobre o que aprende.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1706119195418-e070da0b-4016-43fc-a483-000cc258b225.jpeg?width=75&height=75&resize=contain,False,['personal'],32,True,,False,47637282,False,,,,#000000,pt-br,1686094828,32,8,1698969452,False,12956070-cd4b-44f2-b731-4a72d6a6fa67
London Tech Mum,https://londontechmum.com/,Navigating work life balance with a family in London,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1693695790871-profile-pic%20(3).png?width=75&height=75&resize=contain,False,['personal'],29,True,0,True,9999971,False,,,,#FF1A75,en,1693695792,29,29,1697982666,False,63892806-a48f-43af-be5a-922f44a44bed
David Forrester,https://davidforrester.io/,"Back with Blog 2.0! Focused on Product Management, Cooking, Longevity, and Cycling. Same structure, more meaningful content. Stay tuned for exciting new insights!",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1706336212048-David-Forrester.jpeg?width=75&height=75&resize=contain,False,['personal'],28,True,,False,84017190,False,,,,#004700,en,1687221761,28,0,1706574732,True,e13a9ce2-3e88-4a90-80ba-0510ffa35077
Góc Của Chung,https://www.goccuachung.com/,"Tech corner of a Vietnamese software engineer. I write about blockchain, programming and my daily life.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1668878045719-avatar.jpeg?width=75&height=75&resize=contain,False,['personal'],25,True,,False,17332382,False,,,,#212121,vn ,1668878049,25,0,1697527913,True,79e5067a-b1a6-4406-a230-b3e1cf5dc6d3
